d001.s010.t065	d001.s010.t066	bn:00052343n	wiki:carcinoma_del_polmone					
d001.s010.t066	d001.s010.t066	bn:00108724a						
d001.s010.t069	d001.s010.t069	bn:00106058a	bn:00106773a					
d001.s010.t070	d001.s010.t070	bn:00017027n	wiki:cellula					
d001.s010.t072	d001.s010.t072	bn:00025966n	bn:00061898n					
d001.s010.t073	d001.s010.t073	bn:00096532a						
d001.s010.t075	d001.s010.t075	bn:00106664a						
d001.s010.t078	d001.s010.t078	bn:00083240v						
d001.s010.t080	d001.s010.t080	bn:00017027n	wiki:cellula					
d001.s010.t080	d001.s010.t081	bn:00073708n	wiki:epitelio_pavimentoso					
d001.s011.t001	d001.s011.t001	bn:00602447n						
d001.s011.t003	d001.s011.t003	bn:00082705v	bn:00089140v					
d001.s011.t005	d001.s011.t005	bn:00006541n						
d001.s011.t007	d001.s011.t007	bn:00577781n	wiki:cisplatino					
d001.s011.t009	d001.s011.t009	bn:00061017n	wiki:paziente					
d001.s011.t011	d001.s011.t011	bn:00084532v	bn:00087116v	bn:00092032v				
d001.s011.t013	d001.s011.t013	bn:00060927n	bn:00060928n	wiki:passato				
d001.s011.t016	d001.s011.t016	bn:00114234r						
d001.s011.t018	d001.s011.t018	bn:00061017n	wiki:paziente					
d001.s011.t021	d001.s011.t021	bn:00060927n	bn:00060928n	wiki:passato				
d001.s011.t027	d001.s011.t027	bn:00097165a	bn:00101348a	bn:00108011a				
d001.s011.t028	d001.s011.t028	bn:00035907n	bn:00078798n					
d001.s011.t030	d001.s011.t030	bn:00018141n	wiki:chemioterapia					
d001.s012.t002	d001.s012.t002	bn:00054128n	bn:00061887n	wiki:farmaco				
d001.s012.t005	d001.s012.t005	bn:00082276v	bn:00091124v					
d001.s012.t006	d001.s012.t006	bn:00114234r						
d001.s012.t008	d001.s012.t008	bn:00064195n						
d001.s012.t008	d001.s012.t009	bn:08939907n	wiki:ricetta_medica_del_ssn					
d001.s013.t003	d001.s013.t003	bn:00082705v	bn:00089140v					
d001.s013.t004	d001.s013.t004	bn:00602447n						
d001.s014.t001	d001.s014.t001	bn:00602447n						
d001.s014.t004	d001.s014.t004	bn:00082365v						
d001.s014.t005	d001.s014.t005	bn:00114234r						
d001.s014.t008	d001.s014.t008	bn:00059908n						
d001.s014.t011	d001.s014.t011	bn:00027976n	bn:00054116n	wiki:medico				
d001.s014.t012	d001.s014.t012	bn:00110711a						
d001.s014.t015	d001.s014.t015	bn:00030627n	bn:00036822n	bn:00079370n				
d001.s014.t017	d001.s014.t017	bn:00018141n	wiki:chemioterapia					
d001.s015.t002	d001.s015.t002	bn:00028320n						
d001.s015.t005	d001.s015.t005	bn:00602447n						
d001.s015.t009	d001.s015.t009	bn:00054701n	wiki:ordini_di_grandezza_(massa)					
d001.s015.t011	d001.s015.t011	bn:00052501n	wiki:metro					
d001.s015.t011	d001.s015.t012	bn:00017102n	wiki:metro_quadrato					
d001.s015.t014	d001.s015.t014	bn:00005518n	bn:00075374n	wiki:area				
d001.s015.t014	d001.s015.t015	bn:03551355n						
d001.s015.t015	d001.s015.t015	bn:00098649a						
d001.s015.t017	d001.s015.t017	bn:00084373v						
d001.s015.t018	d001.s015.t018	bn:00082705v						
d001.s015.t020	d001.s015.t020	bn:00043544n	bn:00043545n	wiki:altezza_(geometria)	wiki:statura			
d001.s015.t023	d001.s015.t023	bn:00080831n	wiki:forza_peso					
d001.s015.t025	d001.s015.t025	bn:00061017n	wiki:paziente					
d001.s015.t028	d001.s015.t028	bn:00082365v						
d001.s015.t030	d001.s015.t030	bn:08927651n	wiki:infusione_(medicina)					
d001.s015.t030	d001.s015.t031	bn:00047280n	wiki:fleboclisi					
d001.s015.t031	d001.s015.t031	bn:00102230a						
d001.s015.t034	d001.s015.t034	bn:00055094n	wiki:minuto					
d001.s015.t036	d001.s015.t036	bn:00019848n						
d001.s015.t037	d001.s015.t037	bn:00102466a						
d001.s015.t038	d001.s015.t038	bn:00095975a						
d001.s015.t039	d001.s015.t039	bn:00043484n	wiki:settimana					
d001.s016.t002	d001.s016.t002	bn:00084079v						
d001.s016.t004	d001.s016.t004	bn:00021961n	bn:00029874n					
d001.s016.t008	d001.s016.t008	bn:00061017n	wiki:paziente					
d001.s016.t010	d001.s016.t010	bn:00085689v						
d001.s016.t012	d001.s016.t012	bn:00001507n	wiki:corticosteroide					
d001.s016.t014	d001.s016.t014	bn:00000902n	wiki:acido					
d001.s016.t014	d001.s016.t015	bn:00035585n	wiki:acido_folico					
d001.s016.t018	d001.s016.t018	bn:00035907n	bn:00078798n					
d001.s016.t020	d001.s016.t020	bn:00080147n	wiki:vitamine					
d001.s016.t023	d001.s016.t023	bn:00089246v						
d001.s016.t024	d001.s016.t024	bn:00046787n	wiki:iniezione_(medicina)					
d001.s016.t026	d001.s016.t026	bn:00080147n	wiki:vitamine					
d001.s016.t026	d001.s016.t027	bn:00004712n	bn:09027992n	wiki:cobalamina	wiki:vitamina_b12_(diete_vegetariane)			
d001.s016.t030	d001.s016.t030	bn:00047235n						
d001.s016.t032	d001.s016.t032	bn:00602447n						
d001.s017.t002	d001.s017.t002	bn:00602447n						
d001.s017.t004	d001.s017.t004	bn:00082365v						
d001.s017.t006	d001.s017.t006	bn:00577781n	wiki:cisplatino					
d001.s017.t009	d001.s017.t009	bn:00061017n	wiki:paziente					
d001.s017.t011	d001.s017.t011	bn:00085689v						
d001.s017.t013	d001.s017.t013	bn:00024461n	bn:00054128n	bn:00061887n	wiki:farmaco			
d001.s017.t013	d001.s017.t014	bn:00004656n	wiki:antiemetico					
d001.s017.t014	d001.s017.t014	bn:00004656n	wiki:antiemetico					
d001.s017.t017	d001.s017.t017	bn:00082954v	bn:00088454v					
d001.s017.t019	d001.s017.t019	bn:00027565n	wiki:vomito					
d001.s017.t022	d001.s017.t022	bn:00089246v						
d001.s017.t024	d001.s017.t024	bn:00096446a	bn:00096549a					
d001.s017.t025	d001.s017.t025	bn:00045347n						
d001.s017.t028	d001.s017.t028	bn:00082954v	bn:00088454v					
d001.s017.t030	d001.s017.t030	bn:00025982n	bn:00025983n	wiki:disidratazione				
d001.s017.t032	d001.s017.t032	bn:00114185r	bn:00114512r					
d001.s017.t034	d001.s017.t034	bn:00114165r						
d001.s017.t036	d001.s017.t036	bn:00022107n						
d001.s017.t038	d001.s017.t038	bn:00577781n	wiki:cisplatino					
d001.s018.t002	d001.s018.t002	bn:00047235n						
d001.s018.t005	d001.s018.t005	bn:00086459v						
d001.s018.t007	d001.s018.t007	bn:00082149v	bn:00083900v	bn:00083908v				
d001.s018.t011	d001.s018.t011	bn:00028320n						
d001.s018.t014	d001.s018.t014	bn:00084079v						
d001.s018.t017	d001.s018.t017	bn:00061017n	wiki:paziente					
d001.s018.t019	d001.s018.t019	bn:00017653n						
d001.s018.t022	d001.s018.t022	bn:00103861a						
d001.s018.t025	d001.s018.t025	bn:00082233v	bn:00092823v					
d001.s018.t027	d001.s018.t027	bn:00021961n	bn:00029874n					
d001.s019.t002	d001.s019.t002	bn:00030627n						
d001.s019.t004	d001.s019.t004	bn:00602447n						
d001.s019.t008	d001.s019.t008	bn:00061017n	wiki:paziente					
d001.s019.t010	d001.s019.t011	bn:00067102n						
d001.s019.t012	d001.s019.t012	bn:00100896a						
d001.s019.t014	d001.s019.t014	bn:00106826a						
d001.s020.t002	d001.s020.t002	bn:00104887a						
d001.s020.t003	d001.s020.t003	bn:00046705n	bn:00057548n	wiki:informazione				
d001.s020.t008	d001.s020.t008	bn:00000398n	bn:00066480n	bn:00075142n				
d001.s020.t010	d001.s020.t010	bn:00017747n	bn:00017761n	bn:00017762n				
d001.s020.t012	d001.s020.t012	bn:00064584n						
d001.s020.t016	d001.s020.t016	bn:00082893v						
d001.s021.t002	d001.s021.t002	bn:00082285v						
d001.s021.t003	d001.s021.t003	bn:00602447n						
d001.s022.t002	d001.s022.t003	bn:00377649n	wiki:principio_attivo					
d001.s022.t003	d001.s022.t003	bn:00096387a						
d001.s022.t005	d001.s022.t005	bn:00602447n						
d001.s022.t007	d001.s022.t007	bn:00602447n						
d001.s022.t011	d001.s022.t011	bn:00054128n	bn:00061887n	wiki:farmaco				
d001.s022.t012	d001.s022.t012	bn:00100866a						
d001.s022.t014	d001.s022.t014	bn:00054128n	bn:00061887n	wiki:farmaco				
d001.s022.t016	d001.s022.t016	bn:00090098v						
d001.s022.t018	d001.s022.t018	bn:00017027n	wiki:cellula					
d001.s022.t020	d001.s022.t020	bn:00096387a						
d001.s022.t021	d001.s022.t021	bn:00027913n	bn:00027920n					
d001.s022.t025	d001.s022.t025	bn:00017027n	wiki:cellula					
d001.s022.t025	d001.s022.t026	bn:00015187n						
d001.s022.t026	d001.s022.t026	bn:00107222a						
d001.s022.t030	d001.s022.t030	bn:00083391v						
d001.s022.t032	d001.s022.t032	bn:00041942n						
d001.s022.t034	d001.s022.t034	bn:00004691n	wiki:antimetabolita					
d001.s023.t002	d001.s023.t002	bn:00009677n	wiki:organismo_vivente					
d001.s023.t004	d001.s023.t004	bn:00602447n						
d001.s023.t006	d001.s023.t006	bn:00085761v						
d001.s023.t009	d001.s023.t009	bn:00035913n						
d001.s023.t010	d001.s023.t010	bn:00096387a						
d001.s023.t012	d001.s023.t012	bn:00083622v						
d001.s023.t014	d001.s023.t014	bn:00001173n						
d001.s023.t016	d001.s023.t016	bn:00031085n	wiki:enzima					
d001.s023.t017	d001.s023.t017	bn:00082428v						
d001.s023.t019	d001.s023.t019	bn:00064590n						
d001.s023.t021	d001.s023.t021	bn:00008788n	wiki:nucleotide					
d001.s023.t024	d001.s023.t024	bn:00021396n						
d001.s023.t027	d001.s023.t027	bn:00026301n	wiki:dna					
d001.s023.t029	d001.s023.t029	bn:00067714n	wiki:rna					
d001.s023.t032	d001.s023.t032	bn:00053801n						
d001.s023.t032	d001.s023.t033	bn:00037738n	wiki:genoma					
d001.s023.t033	d001.s023.t033	bn:00103522a						
d001.s023.t035	d001.s023.t035	bn:00017027n	wiki:cellula					
d001.s024.t002	d001.s024.t002	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s024.t005	d001.s024.t005	bn:00082225v	bn:00082311v					
d001.s024.t007	d001.s024.t007	bn:00602447n						
d001.s025.t003	d001.s025.t003	bn:00047235n						
d001.s025.t005	d001.s025.t005	bn:00054512n	wiki:mesotelioma					
d001.s025.t006	d001.s025.t006	bn:00108692a						
d001.s025.t007	d001.s025.t007	bn:00106363a						
d001.s025.t009	d001.s025.t009	bn:00602447n						
d001.s025.t012	d001.s025.t012	bn:00082596v						
d001.s025.t014	d001.s025.t014	bn:00003268n	bn:00005514n					
d001.s025.t017	d001.s025.t017	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s025.t018	d001.s025.t018	bn:00099598a	bn:00106333a					
d001.s025.t019	d001.s025.t019	bn:00091177v						
d001.s025.t022	d001.s025.t022	bn:00061017n	wiki:paziente					
d001.s025.t029	d001.s025.t029	bn:00018141n	wiki:chemioterapia					
d001.s025.t031	d001.s025.t031	bn:00004489n						
d001.s026.t002	d001.s026.t002	bn:00021961n	bn:00029874n					
d001.s026.t004	d001.s026.t004	bn:00602447n						
d001.s026.t005	d001.s026.t005	bn:00082365v						
d001.s026.t007	d001.s026.t007	bn:00020872n						
d001.s026.t009	d001.s026.t009	bn:00577781n	wiki:cisplatino					
d001.s026.t012	d001.s026.t012	bn:00085450v						
d001.s026.t016	d001.s026.t016	bn:00577781n	wiki:cisplatino					
d001.s026.t018	d001.s026.t018	bn:08892031n	wiki:monoterapia					
d001.s027.t003	d001.s027.t003	bn:00047235n						
d001.s027.t005	d001.s027.t005	bn:00015180n	bn:00015910n	wiki:carcinoma	wiki:neoplasia#comportamento_biologico:_benignità_e_malignità			
d001.s027.t005	d001.s027.t006	bn:00052343n	wiki:carcinoma_del_polmone					
d001.s027.t006	d001.s027.t006	bn:00108724a						
d001.s027.t009	d001.s027.t009	bn:00106058a	bn:00106773a					
d001.s027.t010	d001.s027.t010	bn:00017027n	wiki:cellula					
d001.s027.t013	d001.s027.t013	bn:00021961n	bn:00029874n					
d001.s027.t015	d001.s027.t015	bn:00602447n						
d001.s027.t018	d001.s027.t018	bn:00085450v						
d001.s027.t022	d001.s027.t022	bn:01537207n	wiki:docetaxel					
d001.s027.t025	d001.s027.t025	bn:00097165a	bn:00101348a	bn:00108011a				
d001.s027.t026	d001.s027.t026	bn:00024461n	bn:00054128n	bn:00061887n	wiki:farmaco			
d001.s027.t031	d001.s027.t031	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s027.t032	d001.s027.t032	bn:00091177v						
d001.s027.t035	d001.s027.t035	bn:00061017n	wiki:paziente					
d001.s027.t037	d001.s027.t037	bn:00057267n	wiki:neoplasia					
d001.s027.t039	d001.s027.t039	bn:00025966n	bn:00061898n					
d001.s027.t040	d001.s027.t040	bn:00096532a						
d001.s027.t042	d001.s027.t042	bn:00106664a						
d001.s027.t047	d001.s027.t047	bn:00004489n						
d001.s027.t049	d001.s027.t049	bn:00018141n	wiki:chemioterapia					
d001.s028.t001	d001.s028.t001	bn:00602447n						
d001.s028.t005	d001.s028.t005	bn:00085450v						
d001.s028.t007	d001.s028.t007	bn:00848690n	wiki:gemcitabina					
d001.s028.t010	d001.s028.t010	bn:00054128n	bn:00061887n	wiki:farmaco				
d001.s028.t016	d001.s028.t016	bn:00006541n						
d001.s028.t018	d001.s028.t018	bn:00577781n	wiki:cisplatino					
d001.s028.t022	d001.s028.t022	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s028.t025	d001.s028.t025	bn:00061017n	wiki:paziente					
d001.s028.t028	d001.s028.t028	bn:00060927n	bn:00060928n	wiki:passato				
d001.s028.t035	d001.s028.t035	bn:00018141n	wiki:chemioterapia					
d001.s028.t037	d001.s028.t037	bn:00057267n	wiki:neoplasia					
d001.s028.t037	d001.s028.t038	bn:00052343n	wiki:carcinoma_del_polmone					
d001.s028.t038	d001.s028.t038	bn:00108724a						
d001.s029.t002	d001.s029.t002	bn:00096798a						
d001.s029.t004	d001.s029.t004	bn:00095975a						
d001.s029.t006	d001.s029.t006	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s029.t009	d001.s029.t009	bn:00099598a						
d001.s029.t012	d001.s029.t012	bn:00029876n	bn:00029888n					
d001.s029.t015	d001.s029.t015	bn:00077268n						
d001.s029.t017	d001.s029.t017	bn:00030811n	bn:03155178n					
d001.s029.t019	d001.s029.t019	bn:00061017n	wiki:paziente					
d001.s030.t002	d001.s030.t002	bn:00009905n						
d001.s030.t004	d001.s030.t004	bn:00086567v	bn:00093682v					
d001.s030.t005	d001.s030.t005	bn:00602447n						
d001.s030.t009	d001.s030.t009	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s031.t001	d001.s031.t001	bn:00602447n						
d001.s031.t003	d001.s031.t003	bn:00092332v						
d001.s031.t005	d001.s031.t005	bn:00077268n						
d001.s031.t007	d001.s031.t007	bn:00030811n	bn:03155178n					
d001.s031.t009	d001.s031.t009	bn:00061017n	wiki:paziente					
d001.s031.t010	d001.s031.t010	bn:00104538a						
d001.s031.t012	d001.s031.t012	bn:00054512n	wiki:mesotelioma					
d001.s031.t013	d001.s031.t013	bn:00108692a						
d001.s031.t014	d001.s031.t014	bn:00106363a						
d001.s032.t007	d001.s032.t007	bn:00082365v						
d001.s032.t008	d001.s032.t008	bn:00602447n						
d001.s032.t010	d001.s032.t010	bn:00020872n						
d001.s032.t012	d001.s032.t012	bn:00577781n	wiki:cisplatino					
d001.s032.t014	d001.s032.t014	bn:00085382v	bn:00087617v					
d001.s032.t016	d001.s032.t016	bn:00054001n	wiki:media_(statistica)					
d001.s032.t018	d001.s032.t018	bn:00014710n	bn:00055794n	wiki:mese				
d001.s032.t020	d001.s032.t020	bn:00066865n						
d001.s032.t023	d001.s032.t023	bn:00014710n	bn:00055794n	wiki:mese				
d001.s032.t025	d001.s032.t025	bn:00061017n	wiki:paziente					
d001.s032.t028	d001.s032.t028	bn:00085689v						
d001.s032.t029	d001.s032.t029	bn:00577781n	wiki:cisplatino					
d001.s032.t031	d001.s032.t031	bn:08892031n	wiki:monoterapia					
d001.s033.t002	d001.s033.t002	bn:00047235n						
d001.s033.t004	d001.s033.t004	bn:00061017n	wiki:paziente					
d001.s033.t006	d001.s033.t006	bn:00015180n	bn:00015910n	wiki:carcinoma	wiki:neoplasia#comportamento_biologico:_benignità_e_malignità			
d001.s033.t006	d001.s033.t007	bn:00052343n	wiki:carcinoma_del_polmone					
d001.s033.t007	d001.s033.t007	bn:00108724a						
d001.s033.t010	d001.s033.t010	bn:00106058a	bn:00106773a					
d001.s033.t011	d001.s033.t011	bn:00017027n	wiki:cellula					
d001.s033.t013	d001.s033.t013	bn:00602447n						
d001.s033.t016	d001.s033.t016	bn:00092109v						
d001.s033.t018	d001.s033.t018	bn:00102038a	bn:00102040a					
d001.s034.t002	d001.s034.t002	bn:00061017n	wiki:paziente					
d001.s034.t005	d001.s034.t005	bn:00060927n	bn:00060928n	wiki:passato				
d001.s034.t010	d001.s034.t010	bn:00018141n	wiki:chemioterapia					
d001.s034.t013	d001.s034.t013	bn:00077268n						
d001.s034.t015	d001.s034.t015	bn:00030811n	bn:03155178n					
d001.s034.t016	d001.s034.t016	bn:00097854a	bn:00097857a					
d001.s034.t021	d001.s034.t021	bn:00014710n	bn:00055794n	wiki:mese				
d001.s034.t023	d001.s034.t023	bn:00602447n						
d001.s034.t028	d001.s034.t028	bn:01537207n	wiki:docetaxel					
d001.s035.t002	d001.s035.t002	bn:00061017n	wiki:paziente					
d001.s035.t005	d001.s035.t005	bn:00060927n	bn:00060928n	wiki:passato				
d001.s035.t011	d001.s035.t011	bn:00018141n	wiki:chemioterapia					
d001.s035.t014	d001.s035.t014	bn:00077268n						
d001.s035.t016	d001.s035.t016	bn:00030811n	bn:03155178n	bn:03512504n	wiki:sopravvivenza			
d001.s035.t017	d001.s035.t017	bn:00097854a	bn:00097857a	bn:00097859a				
d001.s035.t022	d001.s035.t022	bn:00014710n	bn:00055794n	wiki:mese				
d001.s035.t026	d001.s035.t026	bn:00041942n	bn:00072536n	wiki:gruppo_sociale				
d001.s036.t001	d001.s036.t001	bn:00115696r						
d001.s036.t006	d001.s036.t006	bn:00049573n	bn:00067181n	bn:00074790n	wiki:progetto	wiki:report_informativo		
d001.s036.t008	d001.s036.t008	bn:00061017n	wiki:paziente					
d001.s036.t011	d001.s036.t011	bn:00057267n	wiki:neoplasia					
d001.s036.t013	d001.s036.t013	bn:00083240v						
d001.s036.t014	d001.s036.t014	bn:00017027n	wiki:cellula					
d001.s036.t014	d001.s036.t015	bn:00073708n	wiki:epitelio_pavimentoso					
d001.s036.t017	d001.s036.t017	bn:00082233v	bn:00092823v					
d001.s036.t018	d001.s036.t018	bn:00077268n						
d001.s036.t020	d001.s036.t020	bn:00030811n	bn:03155178n	bn:03512504n	wiki:sopravvivenza			
d001.s036.t022	d001.s036.t022	bn:00106124a						
d001.s036.t024	d001.s036.t024	bn:00084532v						
d001.s036.t026	d001.s036.t026	bn:00602447n						
d001.s036.t029	d001.s036.t029	bn:00084532v						
d001.s037.t023	d001.s037.t023	bn:08534138n						
d001.s037.t026	d001.s037.t026	bn:03099895n	bn:03466887n	wiki:calcolatrice_(mac_os)	wiki:calcolatrice_(windows)			
d001.s037.t027	d001.s037.t027	bn:00106488a						
d001.s037.t028	d001.s037.t028	bn:00083141v						
d001.s037.t030	d001.s037.t030	bn:00048027n	bn:00049910n	wiki:gergo	wiki:linguaggio			
d001.s037.t031	d001.s037.t031	bn:03313895n	wiki:mathml					
d001.s038.t002	d001.s038.t002	bn:00082225v	bn:00087107v	bn:00087823v				
d001.s038.t003	d001.s038.t003	bn:00101973a						
d001.s038.t004	d001.s038.t004	bn:00053826n	bn:00059128n					
d001.s038.t006	d001.s038.t006	bn:00097495a						
d001.s038.t008	d001.s038.t008	bn:00106117a						
d001.s038.t011	d001.s038.t011	bn:03313895n	wiki:mathml					
d001.s038.t014	d001.s038.t014	bn:00086611v						
d001.s038.t015	d001.s038.t015	bn:00017904n	bn:00041412n	bn:00063050n	wiki:diagramma	wiki:grafico_di_una_funzione		
d001.s038.t016	d001.s038.t016	bn:00780722n	wiki:bidimensionalità					
d001.s038.t018	d001.s038.t018	bn:01656647n	wiki:3d					
d001.s039.t001	d001.s039.t001	bn:00116360r						
d001.s039.t003	d001.s039.t003	bn:00104964a	bn:00107182a	bn:00107194a				
d001.s039.t004	d001.s039.t004	bn:00090141v	bn:00090143v					
d001.s039.t005	d001.s039.t005	bn:03313895n	wiki:mathml					
d001.s039.t007	d001.s039.t007	bn:00082705v	bn:00082711v					
d001.s039.t008	d001.s039.t008	bn:08534138n						
d001.s039.t010	d001.s039.t010	bn:08534138n						
