Start	Finish	BN Synset
es001.s015.t015	es001.s015.t015	bn:00011744n
es001.s015.t017	es001.s015.t017	bn:00084373v
es001.s015.t018	es001.s015.t018	bn:00082705v
es001.s015.t020	es001.s015.t020	bn:00043545n
es001.s015.t023	es001.s015.t023	bn:00080831n
es001.s015.t025	es001.s015.t025	bn:00061017n
es001.s016.t002	es001.s016.t002	bn:00088826v
es001.s016.t004	es001.s016.t004	bn:00115811r
es001.s016.t005	es001.s016.t005	bn:00102467a
es001.s016.t007	es001.s016.t007	bn:00043484n
es001.s016.t009	es001.s016.t009	bn:00046734n
es001.s016.t010	es001.s016.t010	bn:00102230a
es001.s016.t011	es001.s016.t011	bn:00087620v
es001.s016.t013	es001.s016.t013	bn:00055094n
es001.s017.t005	es001.s017.t005	bn:00084079v
es001.s017.t007	es001.s017.t007	bn:00029874n
es001.s017.t011	es001.s017.t011	bn:00061017n
es001.s017.t015	es001.s017.t015	bn:00085689v
es001.s017.t015	es001.s017.t015	bn:00001507n
es001.s017.t017	es001.s017.t017	bn:00000902n
es001.s017.t021	es001.s017.t021	bn:00078798n
es001.s017.t023	es001.s017.t023	bn:00080147n
es001.s017.t027	es001.s017.t027	bn:00046785n
es001.s017.t029	es001.s017.t029	bn:00080147n
es001.s017.t033	es001.s017.t033	bn:00047235n
es001.s017.t035	es001.s017.t035	bn:00602447n
es001.s018.t002	es001.s018.t002	bn:00602447n
es001.s018.t004	es001.s018.t004	bn:00088826v
es001.s018.t007	es001.s018.t007	bn:00577781n
es001.s018.t010	es001.s018.t010	bn:00088826v
es001.s018.t011	es001.s018.t011	bn:00114246r
es001.s018.t013	es001.s018.t013	bn:00054128n
es001.s018.t019	es001.s018.t019	bn:00088454v
es001.s018.t021	es001.s018.t021	bn:00083115v
es001.s018.t024	es001.s018.t024	bn:00035426n
es001.s018.t027	es001.s018.t027	bn:00088454v
es001.s018.t029	es001.s018.t029	bn:00025983n
es001.s018.t031	es001.s018.t031	bn:00114512r
es001.s018.t033	es001.s018.t033	bn:00114165r
es001.s018.t035	es001.s018.t035	bn:00028320n
es001.s018.t037	es001.s018.t037	bn:00577781n
es001.s019.t003	es001.s019.t003	bn:00086514v
es001.s019.t005	es001.s019.t005	bn:00083908v
es001.s019.t007	es001.s019.t007	bn:00047235n
es001.s019.t010	es001.s019.t010	bn:00084079v
es001.s019.t012	es001.s019.t012	bn:00028320n
es001.s019.t015	es001.s019.t015	bn:00061017n
es001.s019.t017	es001.s019.t017	bn:00088745v
es001.s019.t018	es001.s019.t018	bn:00096158a
es001.s019.t022	es001.s019.t022	bn:00011346n
es001.s019.t022	es001.s019.t022	bn:00023139n
es001.s019.t024	es001.s019.t024	bn:00099474a
es001.s019.t025	es001.s019.t025	bn:00029874n
es001.s020.t001	es001.s020.t001	bn:00116360r
es001.s020.t003	es001.s020.t003	bn:00082418v
es001.s020.t004	es001.s020.t004	bn:00030627n
es001.s020.t005	es001.s020.t005	bn:00602447n
es001.s020.t007	es001.s020.t007	bn:00061017n
es001.s020.t009	es001.s020.t009	bn:00048242n
es001.s020.t010	es001.s020.t011	bn:00106826a
es001.s020.t010	es001.s020.t011	bn:00049083n
es001.s020.t013	es001.s020.t013	bn:00110473a
es001.s021.t003	es001.s021.t003	bn:00106935a
es001.s021.t004	es001.s021.t004	bn:00025314n
es001.s021.t006	es001.s021.t006	bn:00087787v
es001.s021.t008	es001.s021.t008	bn:00075142n
es001.s021.t013	es001.s021.t013	bn:00064584n
es001.s021.t016	es001.s021.t016	bn:00114246r
es001.s021.t018	es001.s021.t018	bn:00021395n
es001.s022.t003	es001.s022.t003	bn:00602447n
es001.s023.t002	es001.s023.t002	bn:00074986n
es001.s023.t003	es001.s023.t003	bn:00096387a
es001.s023.t005	es001.s023.t005	bn:00602447n
es001.s023.t008	es001.s023.t008	bn:00602447n
es001.s023.t012	es001.s023.t012	bn:00054128n
es001.s023.t013	es001.s023.t013	bn:00100866a
es001.s023.t016	es001.s023.t016	bn:00054128n
es001.s023.t016	es001.s023.t016	bn:00017027n
es001.s023.t018	es001.s023.t018	bn:00090098v
es001.s023.t019	es001.s023.t020	bn:00017027n
es001.s023.t026	es001.s023.t026	bn:00087100v
es001.s023.t030	es001.s023.t030	bn:00015180n
es001.s023.t033	es001.s023.t033	bn:00083389v
es001.s023.t035	es001.s023.t035	bn:00018111n
es001.s023.t039	es001.s023.t039	bn:00004691n
es001.s024.t003	es001.s024.t003	bn:00011744n
es001.s024.t005	es001.s024.t008	bn:00085761v
es001.s024.t006	es001.s024.t006	bn:00602447n
es001.s024.t011	es001.s024.t011	bn:00035913n
es001.s024.t012	es001.s024.t012	bn:00096382a
es001.s024.t014	es001.s024.t014	bn:00083623v
es001.s024.t016	es001.s024.t016	bn:00001130n
es001.s024.t019	es001.s024.t019	bn:00031085n
es001.s024.t021	es001.s024.t021	bn:00089893v
es001.s024.t024	es001.s024.t025	bn:00084082v
es001.s024.t027	es001.s024.t027	bn:00008788n
es001.s024.t030	es001.s024.t031	bn:00013726n
es001.s024.t033	es001.s024.t033	bn:00026301n
es001.s024.t036	es001.s024.t036	bn:00067714n
es001.s024.t039	es001.s024.t039	bn:00053801n
es001.s024.t040	es001.s024.t040	bn:00103522a
es001.s024.t042	es001.s024.t043	bn:00017027n
es001.s025.t004	es001.s025.t007	bn:00082596v
es001.s025.t009	es001.s025.t009	bn:00602447n
es001.s026.t007	es001.s026.t007	bn:00047235n
es001.s026.t009	es001.s026.t009	bn:00054512n
es001.s026.t010	es001.s026.t010	bn:00108692a
es001.s026.t011	es001.s026.t011	bn:00106363a
es001.s026.t013	es001.s026.t013	bn:00602447n
es001.s026.t016	es001.s026.t016	bn:00082596v
es001.s026.t019	es001.s026.t019	bn:00074790n
es001.s026.t020	es001.s026.t020	bn:00099598a
es001.s026.t024	es001.s026.t024	bn:00061017n
es001.s026.t026	es001.s026.t026	bn:00116360r
es001.s026.t028	es001.s026.t028	bn:00087863v
es001.s026.t029	es001.s026.t029	bn:00018141n
es001.s026.t030	es001.s026.t030	bn:00114512r
es001.s027.t002	es001.s027.t002	bn:00085450v
es001.s027.t004	es001.s027.t004	bn:00029874n
es001.s027.t006	es001.s027.t006	bn:00602447n
es001.s027.t008	es001.s027.t008	bn:00020872n
es001.s027.t010	es001.s027.t010	bn:00577781n
es001.s027.t015	es001.s027.t015	bn:00577781n
es001.s027.t018	es001.s027.t018	bn:00114234r
es001.s028.t004	es001.s028.t004	bn:00047235n
es001.s028.t006	es001.s028.t006	bn:00015180n
es001.s028.t008	es001.s028.t008	bn:00052341n
es001.s028.t013	es001.s028.t013	bn:00085450v
es001.s028.t015	es001.s028.t015	bn:00029874n
es001.s028.t017	es001.s028.t017	bn:00602447n
es001.s028.t021	es001.s028.t021	bn:01537207n
es001.s028.t024	es001.s028.t024	bn:00054128n
es001.s028.t025	es001.s028.t027	bn:00097220a
es001.s028.t031	es001.s028.t031	bn:00074790n
es001.s028.t033	es001.s028.t033	bn:00089893v
es001.s028.t035	es001.s028.t035	bn:00061017n
es001.s028.t037	es001.s028.t037	bn:00027546n
es001.s028.t038	es001.s028.t038	bn:00116147r
es001.s028.t039	es001.s028.t039	bn:00096528a
es001.s028.t041	es001.s028.t041	bn:00106664a
es001.s028.t044	es001.s028.t044	bn:00087863v
es001.s028.t045	es001.s028.t045	bn:00018141n
es001.s028.t046	es001.s028.t046	bn:00060927n
es001.s029.t001	es001.s029.t001	bn:00602447n
es001.s029.t002	es001.s029.t002	bn:00114246r
es001.s029.t004	es001.s029.t004	bn:00085450v
es001.s029.t006	es001.s029.t006	bn:00848690n
es001.s029.t009	es001.s029.t009	bn:00054128n
es001.s029.t009	es001.s029.t024	bn:00089893v
es001.s029.t010	es001.s029.t012	bn:00097220a
es001.s029.t017	es001.s029.t017	bn:00020872n
es001.s029.t019	es001.s029.t019	bn:00577781n
es001.s029.t023	es001.s029.t023	bn:00074790n
es001.s029.t026	es001.s029.t026	bn:00061017n
es001.s029.t028	es001.s029.t028	bn:00116360r
es001.s029.t030	es001.s029.t030	bn:00087863v
es001.s029.t031	es001.s029.t031	bn:00018141n
es001.s029.t034	es001.s029.t034	bn:00015180n
es001.s029.t036	es001.s029.t036	bn:00052341n
es001.s029.t037	es001.s029.t037	bn:00060927n
es001.s030.t004	es001.s030.t004	bn:00067181n
es001.s030.t007	es001.s030.t007	bn:00054019n
es001.s030.t008	es001.s030.t008	bn:00099598a
es001.s030.t013	es001.s030.t018	bn:00029876n
es001.s030.t018	es001.s030.t018	bn:00085382v
es001.s030.t021	es001.s030.t021	bn:00061017n
es001.s031.t002	es001.s031.t002	bn:00037022n
es001.s031.t004	es001.s031.t004	bn:00086567v
es001.s031.t006	es001.s031.t006	bn:00602447n
es001.s031.t009	es001.s031.t009	bn:00074790n
es001.s032.t001	es001.s032.t001	bn:00602447n
es001.s032.t002	es001.s032.t002	bn:00089667v
es001.s032.t004	es001.s032.t004	bn:00077268n
es001.s032.t006	es001.s032.t006	bn:00030811n
es001.s032.t009	es001.s032.t009	bn:00061017n
es001.s032.t011	es001.s032.t011	bn:00054512n
es001.s032.t012	es001.s032.t012	bn:00108692a
es001.s032.t013	es001.s032.t013	bn:00106363a
es001.s033.t002	es001.s033.t020	bn:00061017n
es001.s033.t004	es001.s033.t004	bn:00087863v
es001.s033.t005	es001.s033.t005	bn:00602447n
es001.s033.t007	es001.s033.t007	bn:00577781n
es001.s033.t008	es001.s033.t008	bn:00085382v
es001.s033.t010	es001.s033.t010	bn:00054001n
es001.s033.t013	es001.s033.t013	bn:00055794n
es001.s033.t015	es001.s033.t015	bn:00085450v
es001.s033.t022	es001.s033.t022	bn:00114235r
es001.s033.t024	es001.s033.t024	bn:00577781n
es001.s033.t028	es001.s033.t028	bn:00055794n
es001.s034.t003	es001.s034.t003	bn:00047235n
es001.s034.t005	es001.s034.t005	bn:00061017n
es001.s034.t007	es001.s034.t007	bn:00015180n
es001.s034.t009	es001.s034.t009	bn:00052341n
es001.s034.t013	es001.s034.t013	bn:00602447n
es001.s034.t015	es001.s034.t015	bn:00114354r
es001.s034.t016	es001.s034.t016	bn:00102038a
es001.s034.t017	es001.s034.t017	bn:00114354r
es001.s035.t003	es001.s035.t003	bn:00061017n
es001.s035.t006	es001.s035.t006	bn:00087863v
es001.s035.t007	es001.s035.t007	bn:00018141n
es001.s035.t008	es001.s035.t008	bn:00060927n
es001.s035.t011	es001.s035.t011	bn:00077268n
es001.s035.t012	es001.s035.t012	bn:00097854a
es001.s035.t014	es001.s035.t014	bn:00030811n
es001.s035.t018	es001.s035.t018	bn:00055794n
es001.s035.t020	es001.s035.t020	bn:00602447n
es001.s035.t021	es001.s035.t021	bn:00085450v
es001.s035.t023	es001.s035.t023	bn:00055794n
es001.s035.t025	es001.s035.t025	bn:01537207n
es001.s036.t002	es001.s036.t002	bn:00061017n
es001.s036.t004	es001.s036.t004	bn:00116360r
es001.s036.t006	es001.s036.t006	bn:00087863v
es001.s036.t007	es001.s036.t007	bn:00060927n
es001.s036.t008	es001.s036.t008	bn:00018141n
es001.s036.t011	es001.s036.t011	bn:00077268n
es001.s036.t012	es001.s036.t012	bn:00097854a
es001.s036.t014	es001.s036.t014	bn:00030811n
es001.s036.t018	es001.s036.t018	bn:00055794n
es001.s036.t021	es001.s036.t021	bn:00041942n
es001.s037.t001	es001.s037.t001	bn:00114627r
es001.s037.t004	es001.s037.t004	bn:00061017n
es001.s037.t007	es001.s037.t007	bn:00074790n
es001.s037.t009	es001.s037.t009	bn:00015180n
es001.s037.t010	es001.s037.t010	bn:00116360r
es001.s037.t011	es001.s037.t012	bn:00082427v
es001.s037.t014	es001.s037.t015	bn:00017027n
es001.s037.t016	es001.s037.t016	bn:00088078v
es001.s037.t018	es001.s037.t018	bn:00106124a
es001.s037.t019	es001.s037.t019	bn:00077268n
es001.s037.t021	es001.s037.t021	bn:00030811n
es001.s037.t024	es001.s037.t024	bn:00602447n
es002.s001.t001	es002.s001.t001	bn:08534138n
es002.s001.t004	es002.s001.t004	bn:00946167n
es002.s001.t004	es002.s001.t005	bn:00106488a
es002.s001.t006	es002.s001.t006	bn:00083141v
es002.s001.t009	es002.s001.t009	bn:00213650n
es002.s001.t011	es002.s001.t011	bn:00053491n
es002.s001.t012	es002.s001.t012	bn:03313895n
es002.s002.t001	es002.s002.t003	bn:00116382r
es002.s002.t005	es002.s002.t005	bn:00099215a
es002.s002.t007	es002.s002.t007	bn:00090557v
es002.s002.t008	es002.s002.t011	bn:00053826n
es002.s002.t009	es002.s002.t009	bn:00102111a
es002.s002.t011	es002.s002.t011	bn:00097495a
es002.s002.t013	es002.s002.t021	bn:00041412n
es002.s002.t016	es002.s002.t016	bn:03313895n
es002.s002.t025	es002.s002.t025	bn:00000102n
es002.s003.t001	es002.s003.t001	bn:00116360r
es002.s003.t003	es002.s003.t003	bn:00107182a
es002.s003.t004	es002.s003.t004	bn:00085261v
es002.s003.t005	es002.s003.t005	bn:03313895n
es002.s003.t007	es002.s003.t007	bn:00082705v
es002.s003.t008	es002.s003.t008	bn:08534138n
es002.s004.t001	es002.s004.t001	bn:08534138n
es002.s004.t004	es002.s004.t004	bn:00946167n
es002.s004.t004	es002.s004.t005	bn:00041412n
es002.s004.t006	es002.s004.t006	bn:00083141v
es002.s004.t008	es002.s004.t008	bn:03313895n
es002.s005.t003	es002.s005.t004	bn:00114055r
es002.s005.t006	es002.s005.t006	bn:00091201v
es002.s005.t008	es002.s005.t008	bn:03313895n
es002.s005.t010	es002.s005.t010	bn:00114424r
es002.s005.t013	es002.s005.t013	bn:00082705v
es002.s005.t020	es002.s005.t020	bn:00106058a
es002.s005.t021	es002.s005.t021	bn:00020452n
es002.s005.t022	es002.s005.t022	bn:00106488a
es002.s006.t001	es002.s006.t001	bn:00115639r
es002.s006.t005	es002.s006.t005	bn:01157212n
es002.s006.t008	es002.s006.t008	bn:00081292n
es002.s006.t009	es002.s006.t009	bn:00099598a
es002.s006.t011	es002.s006.t011	bn:08534138n
es002.s007.t001	es002.s007.t001	bn:00081292n
es002.s007.t002	es002.s007.t002	bn:00099598a
es002.s007.t004	es002.s007.t004	bn:08534138n
es002.s008.t002	es002.s008.t002	bn:00081292n
es002.s008.t003	es002.s008.t003	bn:00099598a
es002.s008.t005	es002.s008.t005	bn:08534138n
es002.s008.t006	es002.s008.t006	bn:00085498v
es002.s008.t009	es002.s008.t009	bn:00120018n
es002.s008.t011	es002.s008.t011	bn:00020949n
es002.s008.t013	es002.s008.t013	bn:00041412n
es002.s008.t016	es002.s008.t016	bn:00041412n
es002.s008.t017	es002.s008.t017	bn:00000102n
es002.s008.t019	es002.s008.t019	bn:00026967n
es002.s008.t019	es002.s008.t019	bn:00120018n
es002.s009.t001	es002.s009.t001	bn:00114401r
es002.s009.t003	es002.s009.t003	bn:00120018n
es002.s009.t004	es002.s009.t004	bn:00086708v
es002.s009.t006	es002.s009.t006	bn:00034274n
es002.s009.t008	es002.s009.t008	bn:00046850n
es002.s009.t011	es002.s009.t011	bn:00095295v
es002.s009.t013	es002.s009.t017	bn:00036821n
es002.s009.t015	es002.s009.t015	bn:00087107v
es002.s009.t017	es002.s009.t017	bn:00014688n
es002.s010.t002	es002.s010.t002	bn:00092443v
es002.s010.t004	es002.s010.t004	bn:00088629v
es002.s010.t006	es002.s010.t006	bn:00086682v
es002.s010.t007	es002.s010.t007	bn:00082472v
es002.s010.t009	es002.s010.t009	bn:00076919n
es002.s010.t011	es002.s010.t011	bn:00046850n
es002.s010.t014	es002.s010.t014	bn:00084772v
es002.s010.t016	es002.s010.t016	bn:03313895n
es002.s010.t019	es002.s010.t019	bn:00116360r
es002.s010.t021	es002.s010.t021	bn:00107182a
es002.s010.t022	es002.s010.t022	bn:00085261v
es002.s010.t023	es002.s010.t023	bn:03313895n
es002.s011.t002	es002.s011.t002	bn:00083141v
es002.s011.t004	es002.s011.t004	bn:02561609n
es002.s011.t007	es002.s011.t007	bn:00021164n
es002.s011.t008	es002.s011.t008	bn:00100090a
es002.s011.t015	es002.s011.t015	bn:00101358a
es002.s011.t017	es002.s011.t017	bn:02268723n
es002.s012.t002	es002.s012.t002	bn:00090448v
es002.s012.t006	es002.s012.t006	bn:00114748r
es002.s012.t007	es002.s012.t007	bn:02561609n
es002.s012.t009	es002.s012.t009	bn:03857246n
es002.s012.t009	es002.s012.t011	bn:03668936n
es002.s012.t016	es002.s012.t016	bn:00090452v
es002.s012.t017	es002.s012.t017	bn:00116789r
es002.s012.t018	es002.s012.t018	bn:00096782a
es002.s013.t006	es002.s013.t006	bn:00001296n
es002.s013.t010	es002.s013.t010	bn:00056300n
es002.s013.t012	es002.s013.t012	bn:00055233n
es002.s013.t012	es002.s013.t012	bn:00027919n
es002.s014.t005	es002.s014.t005	bn:00032355n
es002.s014.t008	es002.s014.t008	bn:00082705v
es002.s015.t001	es002.s015.t001	bn:00114246r
es002.s015.t003	es002.s015.t003	bn:00108829a
es002.s015.t004	es002.s015.t004	bn:00082705v
es002.s015.t006	es002.s015.t006	bn:09438926n
es002.s015.t007	es002.s015.t007	bn:02529895n
es002.s016.t002	es002.s016.t002	bn:00032355n
es002.s016.t004	es002.s016.t004	bn:00114246r
es002.s016.t006	es002.s016.t006	bn:00001965n
es002.s016.t008	es002.s016.t008	bn:00090557v
es002.s016.t009	es002.s016.t009	bn:00068247n
es002.s017.t004	es002.s017.t004	bn:00086468v
es002.s017.t006	es002.s017.t006	bn:00079583n
es002.s017.t010	es002.s017.t010	bn:00036821n
es002.s018.t005	es002.s018.t005	bn:00082705v
es002.s018.t007	es002.s018.t007	bn:00086468v
es002.s018.t009	es002.s018.t009	bn:00004489n
es002.s018.t010	es002.s018.t010	bn:00104162a
es002.s019.t005	es002.s019.t005	bn:00060753n
es002.s019.t007	es002.s019.t011	bn:00082811v
es002.s019.t009	es002.s019.t009	bn:00036821n
es002.s019.t011	es002.s019.t011	bn:00082813v
es002.s019.t018	es002.s019.t018	bn:00059141n
es002.s020.t006	es002.s020.t006	bn:00095141v
es002.s020.t009	es002.s020.t009	bn:00059141n
es002.s020.t011	es002.s020.t011	bn:00116360r
es002.s020.t016	es002.s020.t016	bn:00095141v
es002.s020.t019	es002.s020.t019	bn:00036821n
es002.s020.t021	es002.s020.t021	bn:00079373n
es002.s021.t005	es002.s021.t005	bn:00082705v
es002.s021.t007	es002.s021.t007	bn:00086468v
es002.s021.t009	es002.s021.t009	bn:00079508n
es002.s022.t003	es002.s022.t003	bn:00025928n
es002.s022.t005	es002.s022.t005	bn:00021645n
es002.s022.t010	es002.s022.t013	bn:03132721n
es002.s023.t001	es002.s023.t001	bn:03132721n
es002.s023.t002	es002.s023.t002	bn:00086468v
es002.s023.t003	es002.s023.t004	bn:00053826n
es002.s023.t004	es002.s023.t004	bn:00100214a
es002.s023.t006	es002.s023.t006	bn:08534138n
es002.s024.t002	es002.s024.t002	bn:00087681v
es002.s024.t004	es002.s024.t004	bn:00021645n
es002.s024.t009	es002.s024.t009	bn:00047210n
es002.s024.t013	es002.s024.t013	bn:00082705v
es002.s024.t015	es002.s024.t015	bn:00021645n
es002.s024.t016	es002.s024.t016	bn:00114626r
es002.s024.t019	es002.s024.t019	bn:00112146a
es002.s024.t023	es002.s024.t023	bn:00086708v
es002.s024.t027	es002.s024.t027	bn:00047210n
es002.s024.t031	es002.s024.t031	bn:00021645n
es002.s024.t037	es002.s024.t037	bn:00102969a
es002.s024.t038	es002.s024.t038	bn:00016401n
es002.s025.t007	es002.s025.t007	bn:03313895n
es002.s025.t009	es002.s025.t009	bn:03305154n
es002.s026.t003	es002.s026.t003	bn:00082705v
es002.s026.t010	es002.s026.t010	bn:03305154n
es002.s026.t011	es002.s026.t011	bn:00086466v
es002.s027.t001	es002.s027.t006	bn:00114714r
es002.s027.t003	es002.s027.t003	bn:00113455a
es002.s027.t007	es002.s027.t007	bn:00095812v
es002.s027.t010	es002.s027.t010	bn:03132721n
es002.s028.t007	es002.s028.t007	bn:00114424r
es002.s028.t009	es002.s028.t009	bn:00082821v
es002.s028.t010	es002.s028.t014	bn:03313895n
es002.s028.t021	es002.s028.t021	bn:00079373n
es002.s029.t003	es002.s029.t006	bn:00036821n
es002.s029.t004	es002.s029.t004	bn:00085744v
es002.s030.t002	es002.s030.t002	bn:00085860v
es002.s030.t013	es002.s030.t013	bn:00035907n
es002.s031.t002	es002.s031.t002	bn:00059141n
es002.s031.t007	es002.s031.t007	bn:00082705v
es002.s032.t007	es002.s032.t007	bn:00946167n
es002.s032.t008	es002.s032.t008	bn:00113455a
es002.s033.t001	es002.s033.t001	bn:00114427r
es002.s033.t013	es002.s033.t013	bn:00051508n
es002.s033.t019	es002.s033.t020	bn:00079583n
es002.s034.t007	es002.s034.t007	bn:00079508n
es002.s034.t014	es002.s034.t014	bn:00082553v
es002.s034.t016	es002.s034.t016	bn:00082536v
es002.s034.t019	es002.s034.t019	bn:00051831n
es002.s035.t001	es002.s035.t001	bn:00032395n
